movieId,region,platforms
17,PE,Netflix
17,PL,Netflix
17,PT,Netflix
17,PY,Netflix
17,RO,Netflix|Horizon
17,RU,Netflix|More TV
17,SE,Netflix
17,TR,Netflix
17,VE,Netflix
18,AU,Paramount Plus
18,IT,Sky Go|Now TV
18,NO,Strim
18,PL,Horizon
18,RO,Horizon
18,RU,Ivi|More TV
19,AR,Netflix|Paramount Plus
19,AT,Maxdome|Sky Ticket|Sky Go|Sky X
19,AU,Stan
19,BO,Netflix|Paramount Plus
19,BR,Netflix|Paramount Plus|Oi Play
19,CL,Netflix|Paramount Plus
19,CO,Netflix|Paramount Plus
19,CR,Netflix|Paramount Plus
19,DE,Sky Ticket|Sky Go
19,DK,Amazon Prime Video
19,EC,Netflix|Paramount Plus
19,ES,Movistar Plus
19,FI,Amazon Prime Video
19,FR,Netflix|Canal+
19,GB,Virgin TV Go
19,GT,Netflix|Paramount Plus
19,HN,Netflix|Paramount Plus
19,IT,Netflix
19,MX,Netflix|Paramount Plus
19,NL,KPN
19,NO,Amazon Prime Video
19,NZ,Netflix
19,PE,Netflix|Paramount Plus|Movistar Play
19,PY,Netflix|Paramount Plus
19,RU,More TV|Kinopoisk
19,SE,Amazon Prime Video
19,TR,Netflix
19,US,DIRECTV
19,VE,Netflix|Paramount Plus
19,ZA,Netflix
20,GB,Sky Go|Now TV Cinema|Virgin TV Go
20,IE,Sky Go|Now TV Cinema
20,IT,Sky Go|Now TV
20,RU,More TV
20,US,fuboTV|AMC Plus|AMC+ Roku Premium Channel|DIRECTV|Sling TV|Spectrum On Demand
21,AU,Stan
21,BE,Yelo Play
21,CA,Hoopla|MGM Amazon Channel|Super Channel Amazon Channel
21,DK,Viaplay
21,FI,Viaplay
21,GB,MGM Amazon Channel
21,KR,wavve
21,NL,KPN
21,NO,Viaplay|Strim
21,PL,Player
21,RU,Ivi
21,SE,Viaplay
21,US,Amazon Prime Video|Hoopla
22,CA,Amazon Prime Video
22,EC,Movistar Play
22,FR,Canal+
22,IN,Amazon Prime Video
22,LT,Telia Play
22,RO,Horizon
22,RU,Wink|More TV
23,AR,Movistar Play
23,CL,Movistar Play
23,CO,Movistar Play
23,DK,Viaplay
23,FI,Viaplay
23,GB,Virgin TV Go
23,HK,Netflix
23,ID,Netflix
23,IT,Netflix
23,NO,Viaplay
23,PH,Netflix
23,RO,Horizon
23,RU,More TV
23,SE,Viaplay
23,SG,Netflix
23,TH,Netflix
23,TW,Netflix
23,US,Max Go|DIRECTV
24,AT,Disney Plus
24,AU,Disney Plus
24,BE,Disney Plus
24,CA,Disney Plus|Hoopla
24,CH,Disney Plus
24,DE,Disney Plus
24,DK,Disney Plus
24,FI,Disney Plus
24,FR,Disney Plus
24,GB,Disney Plus
24,IE,Disney Plus
24,IT,Disney Plus
24,JP,Disney Plus
24,NL,Disney Plus
24,NO,Disney Plus
24,NZ,Disney Plus
24,PT,Disney Plus
24,SE,Disney Plus
24,SG,Disney Plus
24,US,Hoopla
25,CA,Amazon Prime Video|iciTouTV|MGM Amazon Channel
25,DK,Filmstriben
25,FR,Canal+
25,GB,Virgin TV Go
25,NL,KPN
25,NO,Strim
26,CA,Hoopla
26,DE,realeyz
26,KR,Netflix|wavve|Watcha
26,US,Hoopla|realeyz
27,AU,Paramount Plus
27,CA,Crave Starz|Starz Play Amazon Channel
27,US,HBO Max
28,IT,Amazon Prime Video
29,ES,Movistar Plus|FlixOlé
29,HK,FlixOlé
29,KR,wavve|Watcha
29,TR,blutv
29,TW,FlixOlé
29,US,Amazon Prime Video
30,ES,Amazon Prime Video|Filmin
30,PL,Horizon
30,US,Film Movement Plus
31,AR,Star Plus
31,AT,Disney Plus
31,AU,Disney Plus
31,BE,Disney Plus
31,BO,Star Plus
31,BR,Star Plus
31,CA,Disney Plus
31,CH,Disney Plus
31,CL,Star Plus
31,CO,Star Plus
31,CR,Star Plus
31,DE,Disney Plus
31,DK,Disney Plus
31,EC,Star Plus
31,ES,Disney Plus
31,FI,Disney Plus
31,FR,Disney Plus
31,GB,Disney Plus|Virgin TV Go
31,GT,Star Plus
31,HK,Disney Plus
31,HN,Star Plus
31,IE,Disney Plus
31,IT,Disney Plus
31,KR,Disney Plus
31,MX,Star Plus
31,NL,Disney Plus
31,NO,Disney Plus
31,NZ,Disney Plus
31,PE,Star Plus
31,PT,Disney Plus
31,PY,Star Plus
31,RU,Ivi
31,SE,Disney Plus
31,SG,Disney Plus
31,TW,Disney Plus
31,VE,Star Plus
32,AT,Amazon Prime Video
32,AU,BINGE|Foxtel Now|Stan
32,BE,Amazon Prime Video
32,BR,NOW|Oi Play
32,CA,Crave Starz|Starz Play Amazon Channel
32,CH,Amazon Prime Video
32,DE,Amazon Prime Video|ArthouseCNMA
32,ES,Netflix|Filmin|HBO
32,GB,Virgin TV Go
32,HK,Amazon Prime Video
32,ID,Amazon Prime Video
32,IT,Sky Go|Now TV|Timvision
32,JP,Netflix|Amazon Prime Video|dTV|Hulu
32,MY,Amazon Prime Video
32,NL,KPN
32,NO,Strim
32,PH,Amazon Prime Video
32,PT,Netflix
32,RO,Horizon
32,RU,Wink|More TV|Kinopoisk
32,SG,Amazon Prime Video
32,TH,Amazon Prime Video
32,TR,Netflix
32,TW,Amazon Prime Video
32,US,HBO Max|HBO Now|Max Go|DIRECTV|Cinemax Amazon Channel|Spectrum On Demand
34,AT,Amazon Prime Video
34,AU,Netflix|BINGE|Foxtel Now|Stan|Netflix Kids
34,BG,Netflix
34,BR,Oi Play
34,CA,Crave|Crave Plus
34,CZ,Netflix
34,DE,Amazon Prime Video
34,DK,HBO
34,EE,Netflix
34,ES,Filmin|Movistar Plus
34,FI,HBO
34,GB,Sky Go|Now TV Cinema|Virgin TV Go
34,GR,Netflix
34,HU,Netflix
34,IE,Sky Go|Now TV Cinema
34,IT,Sky Go|Now TV|Timvision
34,JP,Amazon Prime Video|dTV
34,LT,Netflix
34,LV,Netflix
34,NO,Strim|HBO
34,NZ,Netflix
34,PL,Netflix
34,PT,HBO Portugal
34,RO,Netflix
34,SE,HBO
34,US,fuboTV|Showtime Amazon Channel|Showtime Roku Premium Channel|Starz Roku Premium Channel|Showtime|DIRECTV|Spectrum On Demand
34,ZA,ShowMax
35,AU,Stan
35,BR,Oldflix
35,ES,Filmin
35,US,Amazon Prime Video
36,AU,Stan
36,ES,Filmin
36,GB,MGM Amazon Channel
36,IT,Sky Go|Now TV
36,KR,Watcha
36,RU,Ivi|More TV
36,US,Max Go
38,BE,Yelo Play
38,CA,Amazon Prime Video
38,FI,Netflix
38,NO,Netflix
38,RU,Wink|More TV|Kinopoisk
38,US,HBO Max|HBO Now|CBS|Max Go|DIRECTV
39,AR,HBO Max
39,AT,Netflix
39,AU,Netflix|Paramount Plus|Stan
39,BE,Netflix
39,BO,HBO Max
39,BR,HBO Max|Telecine Play|Globo Play
39,CA,Netflix|Paramount Plus
39,CH,Netflix
39,CL,HBO Max
39,CO,HBO Max
39,CR,HBO Max
39,DE,Netflix
39,DK,Netflix|Viaplay|C More
39,EC,HBO Max
39,ES,Netflix|Filmin|Rakuten TV
39,FI,Netflix|Viaplay|C More
39,FR,Netflix
39,GB,Netflix|Sky Go|Now TV Cinema|Virgin TV Go
39,GR,Netflix
39,GT,HBO Max
39,HN,HBO Max
39,ID,HBO Go
39,IE,Netflix|Sky Go|Now TV Cinema
39,IN,Netflix
39,IT,Netflix
39,JP,Netflix
39,KR,Netflix
39,MX,HBO Max
39,MY,HBO Go
39,NL,Netflix|Netflix Kids|KPN
39,NO,Netflix|Viaplay|C More|SumoTV|Strim
39,NZ,Netflix
39,PE,HBO Max
39,PH,HBO Go
39,PL,Horizon
39,PT,Netflix
39,PY,HBO Max
39,RU,Netflix
39,SE,Netflix|Viaplay|C More|Comhem Play
39,SG,HBO Go
39,TH,HBO Go
39,US,HBO Max|HBO Now|Max Go|DIRECTV|Spectrum On Demand
39,VE,HBO Max
39,ZA,Netflix
40,ES,Filmin
40,IT,Amazon Prime Video
41,CA,Hoopla
41,ES,Amazon Prime Video|Filmin
41,IT,Amazon Prime Video
41,NO,Strim
41,US,Hoopla
42,AU,Disney Plus
42,CA,Disney Plus|Hoopla
42,DK,Disney Plus
42,FI,Disney Plus
42,GB,Disney Plus
42,IE,Disney Plus
42,IT,Disney Plus
42,JP,Disney Plus
42,NO,Disney Plus
42,SE,Disney Plus
42,US,Hoopla
43,BR,KinoPop
44,AR,HBO Max|Movistar Play
44,AT,Netflix
44,BG,Netflix
44,BO,HBO Max
44,BR,HBO Max|NOW
44,CA,Crave|Crave Starz|Crave Plus|Starz Play Amazon Channel
44,CH,Netflix
44,CL,HBO Max|Movistar Play
44,CO,HBO Max|Movistar Play
44,CR,HBO Max
44,DE,Netflix
44,DK,Amazon Prime Video
44,EC,HBO Max|Movistar Play
44,FI,Amazon Prime Video
44,GB,Sky Go|Now TV Cinema|Virgin TV Go
44,GT,HBO Max
44,HN,HBO Max
44,IE,Sky Go|Now TV Cinema
44,IN,Netflix
44,IT,Netflix
44,JP,U-NEXT
44,MX,HBO Max
44,NO,Amazon Prime Video
44,PE,HBO Max
44,PL,Netflix|Horizon
44,PY,HBO Max
44,RO,Netflix
44,RU,Ivi|Kinopoisk
44,SE,Amazon Prime Video
44,VE,HBO Max
44,ZA,ShowMax
45,CA,Criterion Channel
45,DK,Filmstriben
45,ES,Filmin|Movistar Plus
45,KR,wavve
45,US,Criterion Channel
46,AU,BINGE|Foxtel Now
46,BR,Netflix|NOW
46,IT,Sky Go|Now TV
46,US,Max Go
47,AR,HBO Max
47,AT,Netflix
47,AU,Netflix|BINGE|Foxtel Now
47,BE,Netflix|Amazon Prime Video
47,BG,Netflix
47,BO,HBO Max
47,BR,HBO Max|NOW
47,CA,Crave Starz
47,CH,Netflix|SwissCom|Sky
47,CL,HBO Max
47,CO,HBO Max
47,CR,HBO Max
47,DE,Netflix
47,DK,Amazon Prime Video|C More
47,EC,HBO Max
47,EE,Netflix
47,ES,HBO Max|HBO
47,FI,Amazon Prime Video|C More|Telia Play
47,GB,Netflix|Sky Go|Now TV Cinema|Virgin TV Go
47,GR,Netflix
47,GT,HBO Max
47,HK,Netflix
47,HN,HBO Max
47,ID,Netflix
47,IE,Netflix|Sky Go|Now TV Cinema
47,IN,Netflix
47,IT,Amazon Prime Video|Infinity
47,JP,Netflix|Amazon Prime Video|U-NEXT
47,KR,Netflix
47,LT,Netflix
47,LV,Netflix
47,MX,HBO Max
47,NL,Netflix|Amazon Prime Video|KPN
47,NO,Amazon Prime Video|C More|SumoTV|Strim
47,NZ,Netflix
47,PE,HBO Max
47,PH,Netflix
47,PL,Netflix|Horizon
47,PY,HBO Max
47,RO,Netflix|Horizon
47,RU,Netflix|Ivi|Wink|More TV|Kinopoisk
47,SE,Amazon Prime Video|C More
47,SG,Netflix
47,TH,Netflix
47,TR,Netflix|blutv
47,TW,Netflix
47,US,fuboTV|DIRECTV|Spectrum On Demand
47,VE,HBO Max
47,ZA,Netflix|ShowMax
48,AR,Disney Plus
48,AT,Disney Plus|UPC TV
48,AU,Disney Plus
48,BE,Disney Plus
48,BO,Disney Plus
48,BR,Disney Plus
48,CA,Disney Plus
48,CH,Disney Plus|UPC TV
48,CL,Disney Plus
48,CO,Disney Plus
48,CR,Disney Plus
48,DE,Disney Plus
48,DK,Disney Plus
48,EC,Disney Plus
48,ES,Disney Plus
48,FI,Disney Plus
48,FR,Disney Plus
48,GB,Disney Plus|Virgin TV Go
48,GT,Disney Plus
48,HK,Disney Plus
48,HN,Disney Plus
48,ID,Hotstar
48,IE,Disney Plus
48,IN,Hotstar
48,IT,Disney Plus
48,JP,Disney Plus|Disney Plus
48,KR,Disney Plus
48,MX,Disney Plus
48,MY,Hotstar
48,NL,Disney Plus|KPN
48,NO,Disney Plus
48,NZ,Disney Plus
48,PE,Disney Plus
48,PL,Player
48,PT,Disney Plus
48,PY,Disney Plus
48,SE,Disney Plus
48,SG,Disney Plus
48,TH,Hotstar
48,TW,Disney Plus
48,US,Disney Plus
48,VE,Disney Plus
49,US,Amazon Prime Video
50,AT,Amazon Prime Video
50,AU,Stan
50,BG,Netflix
50,CA,MGM Amazon Channel
50,CH,Netflix
50,CZ,Netflix
50,DE,Amazon Prime Video
50,DK,Netflix|Paramount Plus|TV 2
50,EE,Netflix
50,ES,Amazon Prime Video|Filmin|Movistar Plus
50,FI,Netflix|Paramount Plus|Ruutu
50,GB,Virgin TV Go|MGM Amazon Channel
50,GR,Netflix
50,HU,Netflix
50,ID,HBO Go
50,IT,Timvision
50,JP,Netflix|dTV|U-NEXT|Hulu
50,KR,Netflix|wavve
50,LT,Netflix
50,LV,Netflix
50,MY,HBO Go
50,NO,Netflix|Paramount Plus|Strim
50,PH,HBO Go
50,PL,Netflix|Horizon
50,RO,Netflix
50,RU,More TV
50,SE,Netflix|Paramount Plus
50,SG,HBO Go
50,TH,HBO Go
52,AR,QubitTV
52,BR,Oldflix
52,CL,QubitTV
52,DE,ArthouseCNMA
52,DK,Filmstriben
52,ES,Filmin|Movistar Plus
52,IE,Amazon Prime Video
52,IT,Amazon Prime Video
52,JP,U-NEXT
52,NO,Strim
52,US,fuboTV|Showtime Amazon Channel|Showtime Roku Premium Channel|Showtime|DIRECTV|Spectrum On Demand
54,AR,Disney Plus
54,AT,Disney Plus
54,AU,Disney Plus
54,BE,Disney Plus
54,BO,Disney Plus
54,BR,Disney Plus
54,CA,Disney Plus
54,CH,Disney Plus
54,CL,Disney Plus
54,CO,Disney Plus
54,CR,Disney Plus
54,DE,Disney Plus
54,DK,Disney Plus
54,EC,Disney Plus
54,ES,Disney Plus
54,FI,Disney Plus
54,FR,Disney Plus
54,GB,Disney Plus
54,GT,Disney Plus
54,HK,Disney Plus
54,HN,Disney Plus
54,ID,Hotstar
54,IE,Disney Plus
54,IT,Disney Plus
54,JP,Disney Plus
54,MX,Disney Plus
54,MY,Hotstar
54,NL,Disney Plus
54,NO,Disney Plus
54,NZ,Disney Plus
54,PE,Disney Plus
54,PT,Disney Plus
54,PY,Disney Plus
54,SE,Disney Plus
54,SG,Disney Plus
54,TH,Hotstar
54,TW,Disney Plus
54,US,Disney Plus
54,VE,Disney Plus
55,US,Paramount Plus|Paramount+ Amazon Channel|CBS
58,AR,QubitTV
58,CL,QubitTV
58,DK,Filmstriben
58,ES,Amazon Prime Video|Filmin
58,FI,Viaplay
58,GB,Amazon Prime Video|Virgin TV Go
58,IE,Amazon Prime Video
58,NO,Strim
58,PT,HBO Portugal
59,CA,Club Illico
60,US,Paramount Plus|Paramount+ Amazon Channel
61,US,Hulu|Paramount Plus|Paramount+ Amazon Channel|Epix Roku Premium Channel|DIRECTV|Epix|Sling TV
62,CA,Disney Plus
62,FR,Canal+
62,US,Disney Plus
63,AT,Netflix
63,BG,Netflix
63,BR,Netflix
63,CH,Netflix
63,CZ,Netflix
63,DE,Netflix
63,EE,Netflix
63,GB,Netflix
63,HU,Netflix
63,IE,Netflix
63,LT,Netflix
63,LV,Netflix
63,PL,Netflix
63,RO,Netflix
63,RU,Wink|More TV|Kinopoisk
63,US,Netflix
64,CA,Amazon Prime Video|Hoopla
64,US,Amazon Prime Video|Hoopla
65,AU,Stan
65,CA,MGM Amazon Channel
65,US,HBO Max|HBO Now|Max Go|DIRECTV|Spectrum On Demand
66,AU,Shudder
66,CA,Hoopla
66,GB,Shudder
66,IE,Shudder
66,NZ,Shudder
66,RU,Ivi|Wink|More TV
66,US,Hoopla|Max Go|DIRECTV|Cinemax Amazon Channel
67,AR,QubitTV
67,AU,Beamafilm
67,CL,QubitTV
67,NZ,Beamafilm
67,US,Paramount Plus|Paramount+ Amazon Channel|CBS
68,BR,Belas Artes à La Carte
68,FR,Canal+|Filmo TV
69,AR,Netflix
69,BG,Netflix
69,BO,Netflix
69,BR,Netflix|Globo Play
69,CA,Netflix|Crave|Crave Plus|Crave Starz|Starz Play Amazon Channel
69,CL,Netflix
69,CO,Netflix
69,CR,Netflix
