movieId,region,platforms
1801,NO,Viaplay
1801,PL,Horizon
1801,RU,Ivi
1801,SE,Viaplay
1801,US,HBO Max|HBO Now|Max Go|DIRECTV|Spectrum On Demand
1804,AR,Star Plus
1804,AT,Disney Plus
1804,AU,Disney Plus
1804,BO,Star Plus
1804,CA,Disney Plus
1804,CH,Disney Plus
1804,CL,Star Plus
1804,CO,Star Plus
1804,CR,Star Plus
1804,DE,Disney Plus
1804,DK,Disney Plus
1804,EC,Star Plus
1804,FI,Disney Plus
1804,GB,Disney Plus
1804,GT,Star Plus
1804,HK,Disney Plus
1804,HN,Star Plus
1804,IE,Disney Plus
1804,KR,Disney Plus
1804,MX,Star Plus
1804,NO,Disney Plus
1804,NZ,Disney Plus
1804,PE,Star Plus
1804,PT,Disney Plus
1804,PY,Star Plus
1804,SE,Disney Plus
1804,SG,Disney Plus
1804,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1804,VE,Star Plus
1805,AT,Sky Ticket|Sky Go|Sky X
1805,AU,BINGE|Foxtel Now
1805,CH,Amazon Prime Video|SwissCom|Sky
1805,DE,Sky Ticket|Sky Go
1805,ES,Netflix
1805,FR,Amazon Prime Video
1805,GB,Netflix
1805,IE,Netflix
1805,IN,Netflix
1805,KR,wavve
1805,NL,Netflix
1805,NO,Strim
1805,PL,Horizon
1805,RU,Netflix
1805,TR,Netflix
1805,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1805,ZA,Netflix
1806,US,fuboTV|HBO Max|HBO Now|Max Go|DIRECTV|Spectrum On Demand
1807,AT,Disney Plus
1807,AU,Disney Plus
1807,CA,Disney Plus
1807,CH,Disney Plus
1807,DE,Disney Plus
1807,DK,Disney Plus
1807,FI,Disney Plus
1807,GB,Disney Plus
1807,IE,Disney Plus
1807,NO,Disney Plus
1807,NZ,Disney Plus
1807,PT,Disney Plus
1807,SE,Disney Plus
1807,SG,Disney Plus
1809,CA,Hoopla|AsianCrush
1809,DK,Filmstriben
1809,ES,Amazon Prime Video|Filmin
1809,GB,Mubi|ARROW
1809,HK,Viu
1809,KR,wavve
1809,TW,Catchplay
1809,US,Hoopla|AsianCrush|Film Movement Plus
1810,GB,Virgin TV Go
1810,NO,Strim
1810,SE,Comhem Play
1812,BG,HBO Go
1821,AR,Star Plus
1821,AU,Disney Plus
1821,BO,Star Plus
1821,BR,Telecine Play
1821,CL,Star Plus
1821,CO,Star Plus
1821,CR,Star Plus
1821,DK,Disney Plus
1821,EC,Star Plus
1821,FI,Disney Plus
1821,GT,Star Plus
1821,HK,Disney Plus
1821,HN,Star Plus
1821,KR,Disney Plus
1821,MX,Star Plus
1821,NO,Disney Plus
1821,NZ,Disney Plus
1821,PE,Star Plus
1821,PT,Disney Plus
1821,PY,Star Plus
1821,SE,Disney Plus
1821,SG,Disney Plus
1821,TW,Disney Plus
1821,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1821,VE,Star Plus
1822,AU,Disney Plus
1822,GB,Disney Plus
1822,IE,Disney Plus
1822,NZ,Disney Plus
1822,US,Disney Plus
1824,DE,Rakuten TV|Filmtastic Amazon Channel
1824,US,Starz Roku Premium Channel|Starz|Spectrum On Demand
1826,BR,Netflix
1827,US,Paramount Plus|Paramount+ Amazon Channel|CBS
1829,CA,Amazon Prime Video|Hoopla
1829,KR,wavve
1829,US,Amazon Prime Video|Hoopla
1831,AR,Amazon Prime Video|HBO Max|Movistar Play
1831,BO,Amazon Prime Video|HBO Max
1831,BR,HBO Max
1831,CL,Amazon Prime Video|HBO Max|Movistar Play
1831,CO,Amazon Prime Video|HBO Max|Movistar Play
1831,CR,Amazon Prime Video|HBO Max
1831,EC,Amazon Prime Video|HBO Max|Movistar Play
1831,GB,Virgin TV Go
1831,GT,Amazon Prime Video|HBO Max
1831,HN,Amazon Prime Video|HBO Max
1831,MX,Amazon Prime Video|HBO Max
1831,PE,Amazon Prime Video|HBO Max
1831,PY,Amazon Prime Video|HBO Max
1831,US,Hulu
1831,VE,Amazon Prime Video|HBO Max
1833,AR,Netflix
1833,BO,Netflix
1833,BR,Oi Play
1833,CA,Netflix
1833,CH,Netflix|SwissCom
1833,CL,Netflix
1833,CO,Netflix
1833,CR,Netflix
1833,EC,Netflix
1833,FR,Netflix
1833,GB,Netflix
1833,GT,Netflix
1833,HK,Netflix
1833,HN,Netflix
1833,ID,Netflix
1833,IE,Netflix
1833,IN,Netflix
1833,IT,Sky Go|Now TV
1833,JP,Amazon Prime Video|dTV
1833,MX,Netflix
1833,MY,Netflix
1833,PE,Netflix
1833,PH,Netflix
1833,PY,Netflix
1833,RU,Wink|More TV
1833,SG,Netflix
1833,TH,Netflix
1833,TW,Netflix
1833,US,fuboTV|Showtime Amazon Channel|Showtime Roku Premium Channel|Showtime|DIRECTV|Spectrum On Demand
1833,VE,Netflix
1835,AR,Amazon Prime Video|Movistar Play
1835,BO,Amazon Prime Video
1835,BR,Telecine Play|Globo Play|NOW
1835,CA,Hoopla
1835,CL,Amazon Prime Video|Movistar Play
1835,CO,Amazon Prime Video|Movistar Play
1835,CR,Amazon Prime Video
1835,EC,Amazon Prime Video|Movistar Play
1835,ES,Movistar Plus
1835,GT,Amazon Prime Video
1835,HN,Amazon Prime Video
1835,KR,wavve|Watcha
1835,MX,Amazon Prime Video
1835,NO,Strim
1835,PE,Amazon Prime Video
1835,PY,Amazon Prime Video
1835,US,Hoopla
1835,VE,Amazon Prime Video
1835,ZA,ShowMax
1836,CA,Crave Starz|Starz Play Amazon Channel
1836,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1837,US,Paramount Plus|Paramount+ Amazon Channel|CBS
1840,AR,Star Plus
1840,AT,Disney Plus
1840,AU,Disney Plus
1840,BE,Disney Plus
1840,BO,Star Plus
1840,BR,Star Plus
1840,CA,Disney Plus
1840,CH,Disney Plus
1840,CL,Star Plus
1840,CO,Star Plus
1840,CR,Star Plus
1840,DE,Disney Plus
1840,EC,Star Plus
1840,ES,Disney Plus
1840,FR,Disney Plus
1840,GB,Disney Plus
1840,GT,Star Plus
1840,HK,Disney Plus
1840,HN,Star Plus
1840,IE,Disney Plus
1840,IT,Disney Plus
1840,JP,Disney Plus
1840,MX,Star Plus
1840,NL,Disney Plus
1840,NZ,Disney Plus
1840,PE,Star Plus
1840,PY,Star Plus
1840,TW,Disney Plus
1840,US,HBO Max|HBO Now|Max Go|DIRECTV|Spectrum On Demand
1840,VE,Star Plus
1841,AR,Movistar Play
1841,CL,Movistar Play
1841,CO,Movistar Play
1841,DE,Joyn Plus
1844,AR,Amazon Prime Video|Mubi|Movistar Play
1844,BO,Amazon Prime Video|Mubi
1844,BR,Amazon Prime Video|Mubi|Telecine Play
1844,CL,Amazon Prime Video|Mubi|Movistar Play
1844,CO,Amazon Prime Video|Mubi|Movistar Play
1844,CR,Amazon Prime Video|Mubi
1844,DK,HBO Max|Filmstriben|HBO
1844,EC,Amazon Prime Video|Mubi
1844,ES,Netflix
1844,FI,HBO Max|HBO|Telia Play
1844,GB,Mubi|Mubi Amazon Channel
1844,GT,Amazon Prime Video|Mubi
1844,HN,Amazon Prime Video|Mubi
1844,IE,Mubi
1844,IT,Amazon Prime Video
1844,MX,Amazon Prime Video|Mubi
1844,NO,HBO Max|Strim|HBO
1844,PE,Amazon Prime Video|Mubi
1844,PT,HBO Portugal
1844,PY,Amazon Prime Video|Mubi
1844,RU,Ivi|Wink
1844,SE,HBO Max|HBO
1844,VE,Amazon Prime Video|Mubi
1848,IT,Sky Go|Now TV
1848,PL,Horizon
1848,RU,Wink
1854,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1855,CA,Hoopla
1855,RO,Horizon
1855,US,Hoopla
1858,AU,Paramount Plus
1858,ES,Filmin
1858,HK,Netflix
1858,JP,U-NEXT
1858,LT,Telia Play
1858,TW,Netflix
1859,AR,Mubi
1859,AT,Mubi
1859,AU,Mubi
1859,BE,Mubi
1859,BO,Mubi
1859,BR,Telecine Play|Oi Play
1859,CA,Criterion Channel
1859,CH,Mubi
1859,CL,Mubi
1859,CO,Mubi
1859,CR,Mubi
1859,DE,Mubi|Mubi Amazon Channel
1859,DK,Mubi
1859,EC,Mubi
1859,EE,Mubi
1859,ES,Mubi|Filmin
1859,FI,Mubi
1859,FR,Mubi
1859,GR,Mubi
1859,GT,Mubi
1859,HK,Mubi
1859,HN,Mubi
1859,ID,Mubi|Klik Film
1859,IN,Mubi
1859,IT,Mubi
1859,KR,wavve|Watcha|Mubi
1859,LT,Mubi
1859,LV,Mubi
1859,MX,Mubi
1859,NL,Mubi
1859,NO,Mubi
1859,NZ,Mubi
1859,PE,Mubi
1859,PH,Mubi
1859,PT,Mubi
1859,PY,Mubi
1859,RU,Mubi
1859,SE,Mubi
1859,SG,Mubi
1859,TH,Mubi
1859,TR,blutv|Mubi
1859,US,HBO Max|Criterion Channel
1859,VE,Mubi
1859,ZA,Mubi
1862,AU,Stan
1862,BE,Amazon Prime Video
1862,CA,Hoopla|MGM Amazon Channel
1862,CH,Amazon Prime Video
1862,FR,Amazon Prime Video
1862,GB,MGM Amazon Channel
1862,ID,HBO Go
1862,JP,U-NEXT
1862,KR,wavve
1862,MY,HBO Go
1862,PH,HBO Go
1862,RU,Okko
1862,SG,HBO Go
1862,TH,HBO Go
1862,US,Hoopla
1863,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1864,CA,Hoopla
1865,DK,Filmstriben
1865,RU,Wink
1866,DE,EntertainTV
1866,EE,Viaplay
1866,LT,Viaplay
1866,LV,Viaplay
1866,PL,Horizon
1866,RU,Wink|More TV
1866,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1869,DE,Rakuten TV|Filmtastic Amazon Channel
1869,NO,Strim
1869,RU,Okko
1870,US,Amazon Prime Video
1873,JP,Netflix
1873,KR,Watcha
1873,RO,Horizon
1874,CA,Amazon Prime Video|Hoopla
1874,US,Hoopla
1875,BR,Looke
1875,CA,Hoopla
1875,US,Starz Roku Premium Channel|Hoopla|Starz|DIRECTV|Spectrum On Demand
1876,AU,Stan
1876,BE,Netflix
1876,BG,Netflix
1876,BR,Telecine Play
1876,CA,Netflix|Paramount Plus
1876,CH,SwissCom
1876,CZ,Netflix
1876,DK,Netflix|Amazon Prime Video
1876,EE,Netflix
1876,ES,Netflix
1876,FI,Netflix|Amazon Prime Video
1876,FR,Netflix|Amazon Prime Video|Canal+
1876,GB,Amazon Prime Video|Virgin TV Go
1876,HK,Netflix
1876,HU,Netflix
1876,ID,Netflix|HBO Go
1876,IE,Amazon Prime Video
1876,IN,Netflix
1876,IT,Netflix|Infinity
1876,JP,Netflix|Amazon Prime Video|U-NEXT
1876,LT,Netflix
1876,LV,Netflix
1876,MY,Netflix|HBO Go
1876,NL,Netflix|KPN
1876,NO,Netflix|Amazon Prime Video|Strim
1876,PH,Netflix|HBO Go
1876,PL,Netflix
1876,PT,Netflix
1876,RO,Netflix
1876,RU,Wink|More TV|Kinopoisk
1876,SE,Netflix|Amazon Prime Video
1876,SG,Netflix|HBO Go
1876,TH,Netflix|HBO Go
1876,TR,Netflix
1876,TW,Netflix
1876,US,fuboTV|AMC Plus|AMC+ Roku Premium Channel|DIRECTV|Sling TV|Spectrum On Demand
1878,CA,Hoopla
1878,US,Hoopla
1879,NZ,Amazon Prime Video
1879,US,DIRECTV
1879,ZA,Amazon Prime Video
1881,CA,Hoopla
1881,US,Hoopla
1881,ZA,ShowMax
1882,AR,HBO Max|Movistar Play
1882,AT,UPC TV
1882,BO,HBO Max
1882,BR,HBO Max
1882,CA,Netflix
1882,CH,UPC TV
1882,CL,HBO Max|Movistar Play
1882,CO,HBO Max|Movistar Play
1882,CR,HBO Max
1882,EC,HBO Max|Movistar Play
1882,ES,Netflix
1882,FR,Netflix
1882,GB,Netflix|Sky Go|Now TV Cinema|Virgin TV Go
1882,GR,Netflix
1882,GT,HBO Max
1882,HK,Netflix
1882,HN,HBO Max
1882,ID,Netflix
1882,IE,Netflix|Sky Go|Now TV Cinema
1882,IN,Netflix
1882,IT,Netflix
1882,JP,Amazon Prime Video|U-NEXT|Hulu
1882,KR,Netflix
1882,MX,HBO Max
1882,NL,KPN
1882,NZ,Netflix
1882,PE,HBO Max
1882,PH,Netflix
1882,PL,Horizon
1882,PT,Netflix
1882,PY,HBO Max
1882,RO,Horizon
1882,RU,Netflix
1882,SG,Netflix
1882,TH,Netflix
1882,TW,Netflix
1882,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1882,VE,HBO Max
1882,ZA,Netflix
1883,AT,Disney Plus
1883,AU,Disney Plus
1883,CA,Disney Plus
1883,CH,Disney Plus
1883,DE,Disney Plus
1883,DK,Disney Plus
1883,FI,Disney Plus
1883,GB,Disney Plus
1883,IE,Disney Plus
1883,NO,Disney Plus
1883,NZ,Disney Plus
1883,SE,Disney Plus
1883,SG,Disney Plus
1883,US,Amazon Prime Video
1884,AR,Netflix|Movistar Play
1884,AT,Maxdome
1884,AU,BINGE|Foxtel Now
1884,BO,Netflix
1884,CA,Crave Starz|Starz Play Amazon Channel
1884,CL,Netflix
1884,CO,Netflix
1884,CR,Netflix
1884,EC,Netflix
1884,ES,Netflix
1884,GB,Now TV|Virgin TV Go
1884,GT,Netflix
1884,HK,Netflix
1884,HN,Netflix
1884,ID,Netflix
1884,IE,Now TV
1884,JP,U-NEXT
1884,MX,Netflix
1884,MY,Netflix
1884,NL,Amazon Prime Video
1884,NO,Strim
1884,PE,Netflix
1884,PH,Netflix
1884,PY,Netflix
1884,RU,Wink|Kinopoisk
1884,SG,Netflix
1884,TH,Netflix
1884,TW,Netflix
1884,VE,Netflix
1885,AR,Netflix
1885,AT,Netflix
1885,BO,Netflix
1885,BR,Netflix
1885,CA,Amazon Prime Video|Hoopla
1885,CH,Netflix
1885,CL,Netflix
1885,CO,Netflix
1885,CR,Netflix
1885,DE,Netflix
1885,EC,Netflix
1885,GT,Netflix
1885,HN,Netflix
1885,MX,Netflix
1885,NL,Film1
1885,NZ,Netflix
1885,PE,Netflix
1885,PY,Netflix
1885,US,Amazon Prime Video|Hoopla
1885,VE,Netflix
1887,CA,Hoopla
1887,NO,Strim
1887,US,Hoopla
1888,AT,Disney Plus|Maxdome
1888,AU,Disney Plus
1888,BE,Disney Plus
1888,CA,Disney Plus
1888,CH,Disney Plus
1888,DE,Disney Plus
1888,DK,Disney Plus
1888,FI,Disney Plus
1888,HK,Disney Plus
1888,HU,Horizon
1888,IN,Hotstar
1888,IT,Disney Plus
1888,JP,Disney Plus
1888,KR,Disney Plus|Watcha
1888,NL,Disney Plus
1888,NO,Disney Plus
1888,NZ,Disney Plus
1888,RO,Horizon
1888,RU,Ivi
1888,SE,Disney Plus
1888,SG,Disney Plus
1888,TW,Disney Plus
1888,US,Starz Play Amazon Channel|Starz Roku Premium Channel|Starz|DIRECTV|Spectrum On Demand
1889,CA,Criterion Channel
1889,FR,Canal+
1889,NO,Strim
1889,US,Criterion Channel
1892,AR,HBO Max|Movistar Play|HBO Go
1892,BO,HBO Max
1892,BR,HBO Max|HBO Go|Oi Play
1892,CL,HBO Max|Movistar Play|HBO Go
1892,CO,HBO Max|Movistar Play|HBO Go
1892,CR,HBO Max
1892,EC,HBO Max|Movistar Play|HBO Go
1892,GT,HBO Max
1892,HN,HBO Max
1892,IN,Netflix
1892,IT,Netflix
1892,JP,U-NEXT
1892,MX,HBO Max|HBO Go
1892,NO,Strim
1892,PE,HBO Max|HBO Go
1892,PY,HBO Max
1892,US,Max Go|DIRECTV|Cinemax Amazon Channel
1892,VE,HBO Max|HBO Go
1893,AT,Sky Ticket|Sky Go|Sky X
1893,DE,Sky Ticket|Sky Go
1894,AR,Star Plus
1894,AT,Disney Plus
1894,AU,Disney Plus
1894,BE,Disney Plus
1894,BO,Star Plus
1894,BR,Star Plus
1894,CA,Disney Plus
1894,CH,Disney Plus
1894,CL,Star Plus
1894,CO,Star Plus
1894,CR,Star Plus
1894,DE,Disney Plus
1894,DK,Disney Plus|Viaplay
1894,EC,Star Plus
1894,ES,Disney Plus
1894,FI,Disney Plus|Viaplay
1894,FR,Disney Plus
1894,GB,Disney Plus
1894,GT,Star Plus
1894,HK,Disney Plus
1894,HN,Star Plus
1894,IE,Disney Plus
1894,IN,Hotstar
1894,IT,Disney Plus
1894,JP,Disney Plus|dTV|GYAO
1894,KR,Disney Plus
1894,MX,Star Plus
1894,NL,Disney Plus
1894,NO,Disney Plus|Viaplay
1894,NZ,Disney Plus
1894,PE,Star Plus
1894,PT,Disney Plus
1894,PY,Star Plus
1894,SE,Disney Plus|Viaplay
1894,SG,Disney Plus
1894,TW,Disney Plus
1894,US,Hulu|Max Go
1894,VE,Star Plus
1895,BE,Netflix
1895,BR,Oi Play
1895,GB,Netflix
1895,IE,Netflix
1895,RO,Horizon
1895,RU,Netflix
1895,TR,Netflix
1895,ZA,Netflix
1896,CA,Disney Plus
1896,FR,Disney Plus
1896,GB,Disney Plus
1896,IE,Disney Plus
1896,IT,Disney Plus
1897,AT,Sooner
1897,CH,Sooner
1897,DE,Sooner|realeyz
1897,US,realeyz
1900,KR,wavve|Watcha
1900,US,Paramount Plus|Paramount+ Amazon Channel|CBS
1904,JP,U-NEXT
1906,CA,Criterion Channel
1906,ES,FlixOlé
1906,US,Criterion Channel
1907,AR,Disney Plus
1907,AT,Disney Plus|UPC TV
1907,AU,Disney Plus
1907,BE,Disney Plus
1907,BG,Zee5
1907,BO,Disney Plus|Zee5
1907,BR,Disney Plus
1907,CA,Disney Plus
1907,CH,Disney Plus|UPC TV
1907,CL,Disney Plus|Claro video
1907,CO,Disney Plus
1907,CR,Disney Plus|Zee5
1907,DE,Disney Plus
1907,DK,Disney Plus
1907,EC,Disney Plus
1907,ES,Disney Plus
1907,FI,Disney Plus
1907,FR,Disney Plus
1907,GB,Disney Plus|Virgin TV Go
1907,GT,Disney Plus|Zee5
1907,HK,Disney Plus|Zee5
1907,HN,Disney Plus|Zee5
1907,ID,Hotstar
1907,IE,Disney Plus
1907,IN,Hotstar
1907,IT,Disney Plus
1907,JP,Disney Plus|Disney Plus
1907,KR,Disney Plus
1907,MX,Disney Plus
1907,MY,Hotstar
1907,NL,Disney Plus|KPN
1907,NO,Disney Plus
1907,NZ,Disney Plus
1907,PE,Disney Plus
1907,PL,Horizon|Player
1907,PT,Disney Plus
1907,PY,Disney Plus|Zee5
1907,RU,Wink|Kinopoisk
1907,SE,Disney Plus
1907,SG,Disney Plus
1907,TH,Hotstar
1907,TW,Disney Plus|Zee5
1907,US,Disney Plus
1907,VE,Disney Plus
1909,AR,Star Plus
1909,AT,Disney Plus|Maxdome
1909,AU,Disney Plus
1909,BO,Star Plus
1909,BR,Star Plus
1909,CA,Disney Plus
1909,CH,Disney Plus
1909,CL,Star Plus
1909,CO,Star Plus
1909,CR,Star Plus
1909,DE,Disney Plus
1909,DK,Disney Plus
1909,EC,Star Plus
1909,ES,Disney Plus
1909,FI,Disney Plus
1909,FR,Disney Plus|Filmo TV
1909,GB,Disney Plus|Virgin TV Go
1909,GT,Star Plus
1909,HK,Disney Plus
1909,HN,Star Plus
1909,ID,Hotstar
1909,IE,Disney Plus
1909,IT,Disney Plus|Sky Go|Now TV
1909,JP,Disney Plus|dTV
1909,KR,Disney Plus
1909,MX,Star Plus
1909,MY,Hotstar
1909,NL,Disney Plus
1909,NO,Disney Plus|Strim
1909,NZ,Disney Plus
1909,PE,Star Plus
1909,PL,Horizon|Player
1909,PT,Disney Plus
1909,PY,Star Plus
1909,RO,Horizon
1909,RU,Ivi|More TV
1909,SE,Disney Plus
1909,SG,Disney Plus
1909,TH,Hotstar
1909,TW,Disney Plus
1909,US,Hulu
1909,VE,Star Plus
1910,AU,Amazon Prime Video
1910,CA,Amazon Prime Video|Hoopla
1910,NZ,Amazon Prime Video
1910,US,Amazon Prime Video|Hoopla
1911,AR,Disney Plus
1911,AT,Disney Plus|UPC TV
1911,AU,Disney Plus
1911,BE,Disney Plus
1911,BO,Disney Plus
1911,BR,Disney Plus
1911,CA,Disney Plus
1911,CH,Disney Plus|UPC TV
1911,CL,Disney Plus
1911,CO,Disney Plus
1911,CR,Disney Plus
1911,DE,Disney Plus
1911,DK,Disney Plus
1911,EC,Disney Plus
1911,ES,Disney Plus
1911,FI,Disney Plus
1911,FR,Disney Plus
1911,GB,Disney Plus
1911,GT,Disney Plus
1911,HK,Disney Plus
1911,HN,Disney Plus
1911,HU,Horizon
1911,IE,Disney Plus
1911,IN,Hotstar
1911,IT,Disney Plus
1911,JP,Disney Plus|Disney Plus
1911,KR,Disney Plus
1911,MX,Disney Plus
1911,MY,Hotstar
1911,NL,Disney Plus
1911,NO,Disney Plus|Strim
1911,NZ,Disney Plus
1911,PE,Disney Plus
1911,PL,Player
1911,PT,Disney Plus
1911,PY,Disney Plus
1911,RU,Ivi
1911,SE,Disney Plus
1911,SG,Disney Plus
1911,TH,Hotstar
1911,TW,Disney Plus
1911,US,HBO Max|HBO Now|Max Go|DIRECTV|Spectrum On Demand
1911,VE,Disney Plus
1912,AR,Movistar Play
1912,AU,Netflix
1912,BR,NOW|Oi Play
1912,CA,Crave Starz|Starz Play Amazon Channel
1912,CL,Movistar Play
1912,CO,Movistar Play
1912,EC,Movistar Play
1912,ES,Netflix
1912,GB,Amazon Prime Video|Now TV|Virgin TV Go
1912,IE,Amazon Prime Video|Now TV
1912,IT,Sky Go|Now TV
1912,JP,Amazon Prime Video
1912,NL,KPN
1912,NZ,Netflix
1912,RO,Horizon
1912,RU,Wink|More TV
1912,US,Showtime Roku Premium Channel
1913,CA,Hollywood Suite|Criterion Channel
1913,ES,Filmin
1913,GB,BFI Player|All 4|BFI Player Amazon Channel|Virgin TV Go
1913,IE,All 4
1913,IT,Amazon Prime Video
1913,RU,Ivi
1913,US,HBO Max|Criterion Channel|DIRECTV|TCM
1916,CA,Hoopla
1916,CH,SwissCom
1916,DE,Rakuten TV|Starz Play Amazon Channel|Starz
1916,FR,Amazon Prime Video|Canal+|Rakuten TV|Starz Play Amazon Channel|Starz
1916,IT,Amazon Prime Video|Starz Play Amazon Channel|Starz
1916,JP,U-NEXT
1916,US,Hoopla
1917,AR,Star Plus
1917,AT,Disney Plus|UPC TV
1917,AU,Disney Plus
1917,BE,Disney Plus
1917,BO,Star Plus
1917,BR,Star Plus
1917,CA,Disney Plus
1917,CH,Disney Plus|UPC TV
1917,CL,Star Plus
1917,CO,Star Plus
1917,CR,Star Plus
1917,DE,Disney Plus
1917,EC,Star Plus
1917,FR,Disney Plus
1917,GB,Disney Plus|Virgin TV Go
1917,GT,Star Plus
1917,HK,Disney Plus
1917,HN,Star Plus
1917,ID,Hotstar
1917,IE,Disney Plus
1917,IN,Hotstar
1917,JP,Disney Plus
1917,KR,Disney Plus
1917,MX,Star Plus
1917,MY,Hotstar
1917,NL,Disney Plus
1917,NO,Strim
1917,NZ,Disney Plus
1917,PE,Star Plus
1917,PY,Star Plus
1917,RO,Horizon
1917,SG,Disney Plus
1917,TH,Hotstar
1917,TW,Disney Plus
1917,US,fuboTV|DIRECTV|Sling TV|Spectrum On Demand
1917,VE,Star Plus
1918,AR,HBO Max|Movistar Play|HBO Go
1918,AT,UPC TV
1918,BO,HBO Max
1918,BR,HBO Max|HBO Go|Oi Play
1918,CA,Crave Starz
1918,CH,UPC TV
1918,CL,HBO Max|Movistar Play|HBO Go
1918,CO,HBO Max|Movistar Play|HBO Go
1918,CR,HBO Max
1918,EC,HBO Max|Movistar Play|HBO Go
1918,GB,Sky Go|Now TV Cinema|Virgin TV Go
1918,GT,HBO Max
1918,HN,HBO Max
1918,IE,Sky Go|Now TV Cinema
1918,JP,Amazon Prime Video|dTV|U-NEXT
1918,MX,HBO Max|HBO Go
1918,NL,KPN
1918,NO,Strim
1918,PE,HBO Max|HBO Go
1918,PY,HBO Max
1918,RO,Horizon
1918,RU,More TV
1918,US,HBO Max
1918,VE,HBO Max|HBO Go
1918,ZA,ShowMax
1919,AR,HBO Go
1919,AU,BINGE|Foxtel Now
1919,BR,HBO Go
1919,CL,HBO Go
1919,CO,HBO Go
1919,EC,Movistar Play|HBO Go
1919,FR,Netflix
1919,GB,Netflix|Netflix Kids
1919,IE,Netflix|Netflix Kids
1919,MX,HBO Go
1919,PE,HBO Go
1919,US,Amazon Prime Video
1919,VE,HBO Go
1920,AR,Netflix
1920,BO,Netflix
1920,BR,Oi Play
1920,CL,Netflix
1920,CO,Netflix
1920,CR,Netflix
1920,EC,Netflix
1920,GT,Netflix
1920,HN,Netflix
1920,MX,Netflix
1920,PE,Netflix
1920,PY,Netflix
1920,US,Amazon Prime Video|Paramount Plus|Paramount+ Amazon Channel|CBS
1920,VE,Netflix
1921,AU,Stan
1921,CH,SwissCom
1921,DE,Rakuten TV|Starz Play Amazon Channel|Starz
1921,DK,Netflix
1921,FI,Netflix
1921,FR,Amazon Prime Video
1921,JP,U-NEXT|Starz Play Amazon Channel
1921,KR,Watcha
1921,NL,KPN
1921,NO,Netflix|Strim
1921,SE,Netflix
1921,US,Max Go
1922,ES,HBO
1923,AR,Star Plus|Movistar Play
1923,AT,Netflix|Disney Plus|Maxdome|UPC TV
1923,AU,Disney Plus|Foxtel Now
1923,BO,Star Plus
1923,BR,Star Plus|Telecine Play|NOW
1923,CA,Disney Plus|Crave Starz|Starz Play Amazon Channel
1923,CH,Netflix|Disney Plus|UPC TV
1923,CL,Star Plus|Movistar Play
1923,CO,Star Plus|Movistar Play
1923,CR,Star Plus
1923,DE,Netflix|Disney Plus
1923,DK,Disney Plus
1923,EC,Star Plus
1923,ES,Disney Plus
1923,FI,Disney Plus
1923,FR,Disney Plus
1923,GB,Disney Plus
1923,GT,Star Plus
1923,HK,Disney Plus
1923,HN,Star Plus
1923,IE,Disney Plus
1923,IT,Disney Plus
1923,JP,Disney Plus|dTV
1923,KR,Disney Plus
1923,MX,Star Plus|Fox Premium
1923,NL,Disney Plus
1923,NO,Disney Plus|Strim
1923,NZ,Disney Plus
1923,PE,Star Plus
1923,PL,Horizon|Player
1923,PT,Disney Plus|HBO Portugal
1923,PY,Star Plus
1923,RO,Horizon
1923,SE,Disney Plus
1923,SG,Disney Plus
1923,TH,Hotstar
1923,TW,Disney Plus
1923,US,Starz Play Amazon Channel|Starz|DIRECTV|Spectrum On Demand
1923,VE,Star Plus
1924,AR,Mubi
1924,AT,Mubi
1924,AU,Amazon Prime Video|Mubi|Kanopy
1924,BE,Mubi|Sooner
1924,BG,Mubi
1924,BO,Mubi
1924,BR,Mubi
1924,CA,Mubi|Hoopla
1924,CH,Mubi
1924,CL,Mubi
1924,CO,Mubi
1924,CR,Mubi
1924,CZ,Mubi
1924,DE,Mubi|CONtv|Mubi Amazon Channel
1924,DK,Mubi
1924,EC,Mubi
1924,EE,Mubi
1924,ES,Mubi|Filmin
1924,FI,Mubi
1924,FR,Mubi
1924,GB,Mubi|FilmBox Live Amazon Channel|Mubi Amazon Channel
1924,GR,Mubi
1924,GT,Mubi
1924,HK,Mubi|CONtv
1924,HN,Mubi
1924,HU,Mubi
1924,ID,Mubi
1924,IE,Mubi
1924,IN,Mubi
1924,IT,Mubi
1924,JP,Amazon Prime Video|Mubi
1924,KR,Mubi
1924,LT,Mubi
1924,LV,Mubi
1924,MX,Mubi
1924,MY,Mubi
1924,NL,Mubi|CONtv
1924,NO,Mubi
1924,NZ,Mubi
1924,PE,Mubi
1924,PH,Mubi
1924,PL,Mubi
1924,PT,Mubi
1924,PY,Mubi
